date,county,state,cases,deaths,type,SAH
2020-03-03,Sonoma,California,2,0,Stay at home,0
2020-03-03,Hillsborough,Florida,2,0,Safer at home,0
2020-03-03,Manatee,Florida,1,0,Stay at home,0
2020-03-03,Fulton,Georgia,2,0,Stay at home,0
2020-03-03,Cook,Illinois,4,0,Stay at home,0
2020-03-03,Norfolk,Massachusetts,1,0,Stay at home advisory,0
2020-03-03,Suffolk,Massachusetts,1,0,Stay at home advisory,0
2020-03-03,Douglas,Nebraska,13,0,,0
2020-03-03,Grafton,New Hampshire,2,0,Stay at home,0
2020-03-03,New York City,New York,2,0,Stay at home,0
2020-03-03,Wake,North Carolina,1,0,Stay at home,0
2020-03-03,Washington,Oregon,2,0,Stay at home,0
2020-03-03,Unknown,Rhode Island,2,0,Stay at home,0
2020-03-03,Bexar,Texas,11,0,Stay at home,0
2020-03-03,Bexar,Texas,11,0,Stay at home,0
2020-03-03,Salt Lake,Utah,1,0,Stay at home,0
2020-03-03,King,Washington,22,10,Stay at home,0
2020-03-03,Snohomish,Washington,5,0,Stay at home,0
2020-03-03,Spokane,Washington,4,0,Stay at home,0
2020-03-03,Walla Walla,Washington,1,0,Stay at home,0
2020-03-03,Dane,Wisconsin,1,0,Stay at home,0
2020-03-04,Maricopa,Arizona,2,0,Stay at home,0
2020-03-04,Alameda,California,2,0,Stay at home,0
2020-03-04,Contra Costa,California,1,0,Stay at home,0
